cube0_cluster0,cube2_cluster0,cube2_cluster1,cube3_cluster0,cube3_cluster1,cube4_cluster0,cube4_cluster1,cube5_cluster0,cube6_cluster0,cube6_cluster1
6,9122,4438,32,17,516436,532686,17,56468,82992
