,key,number of ones,number of zeros,odds ratio
3,cube2_cluster0,2,15,1.7911169462322156
2,cube1_cluster1,33771,447878,1.0186946635087994
5,cube3_cluster1,31480,422640,1.0007963039219983
1,cube1_cluster0,24065,326319,0.9880128358671972
4,cube3_cluster0,19603,266307,0.9863784943033341
0,cube0_cluster0,0,6,0.0
