1-5 nodes,6-9 nodes,10-12 nodes,13-14 nodes,15 nodes,16 nodes,17 nodes,18 nodes,19 nodes,20 nodes,21 nodes,22 nodes,23 nodes,24 nodes,25 nodes,26 nodes,27 nodes,28 nodes,29 nodes,30 nodes,31 nodes,32 nodes,33 nodes,34 nodes,35 nodes,36-38 nodes,39-40 nodes,41-43 nodes,44-45 nodes,46+ nodes
16,404,1554,1987,1261,1512,1716,2053,2115,2305,2214,2341,2011,1998,1697,1664,1445,0,1166,1094,897,932,743,757,547,1408,0,1,2,3
