,key,number of ones,number of zeros,odds ratio
5,cube2_cluster1,2,15,1.7889034548869684
3,cube1_cluster1,20920,278397,1.0095638674552887
6,cube3_cluster0,41065,550407,1.0013903395376025
7,cube3_cluster1,31728,425943,0.9992253297132913
2,cube1_cluster0,51874,697962,0.9955849974762615
0,cube0_cluster0,56,1042,0.7209435139321226
4,cube2_cluster0,54,1027,0.7053450415625916
1,cube0_cluster1,0,6,0.0
