cube2_cluster0,cube2_cluster1,cube2_cluster2,cube2_cluster3,cube2_cluster4,cube2_cluster5,cube2_cluster6,cube2_cluster7,cube2_cluster8,cube2_cluster9,cube3_cluster0,cube3_cluster1,cube3_cluster2,cube3_cluster3,cube3_cluster4,cube3_cluster5,cube3_cluster6,cube3_cluster7,cube3_cluster8,cube3_cluster9,cube4_cluster0,cube4_cluster1,cube4_cluster2,cube4_cluster3,cube4_cluster4,cube4_cluster5,cube4_cluster6,cube4_cluster7,cube4_cluster8,cube4_cluster9,cube9_cluster0,cube9_cluster1,cube9_cluster2,cube10_cluster0,cube10_cluster1,cube10_cluster2,cube10_cluster3,cube10_cluster4,cube10_cluster5,cube10_cluster6,cube10_cluster7,cube10_cluster8,cube10_cluster9,cube11_cluster0,cube11_cluster1,cube11_cluster2,cube11_cluster3,cube11_cluster4,cube11_cluster5,cube11_cluster6,cube11_cluster7,cube11_cluster8,cube11_cluster9,cube12_cluster0,cube12_cluster1,cube12_cluster2,cube12_cluster3,cube12_cluster4,cube12_cluster5,cube12_cluster6,cube12_cluster7,cube12_cluster8,cube12_cluster9,cube15_cluster0,cube15_cluster1,cube16_cluster0,cube16_cluster1,cube17_cluster0,cube17_cluster1,cube17_cluster2,cube18_cluster0,cube18_cluster1,cube18_cluster2,cube18_cluster3,cube18_cluster4,cube18_cluster5,cube18_cluster6,cube18_cluster7,cube18_cluster8,cube18_cluster9,cube19_cluster0,cube19_cluster1,cube19_cluster2,cube19_cluster3,cube19_cluster4,cube19_cluster5,cube19_cluster6,cube19_cluster7,cube19_cluster8,cube19_cluster9,cube20_cluster0,cube20_cluster1,cube20_cluster2,cube20_cluster3,cube20_cluster4,cube20_cluster5,cube20_cluster6,cube20_cluster7,cube20_cluster8,cube20_cluster9,cube24_cluster0,cube25_cluster0
122460,183311,241610,43413,62987,106977,73330,63291,51170,100558,122460,184408,58675,106989,73355,58196,241610,54384,100466,48589,78862,179638,299795,31239,54803,73129,97691,110581,41,46562,2,7,1,122460,184678,58675,77230,100662,241610,97750,54384,73330,38329,19603,78892,304805,191024,198597,73128,55901,77970,41,49172,78862,179638,299795,31239,54803,73129,97691,110581,41,46562,9,1,9,1,2,7,1,37622,33128,83994,115467,280809,80252,188753,54803,100982,73243,179609,299795,64850,110655,73128,43789,54803,78861,96803,46785,241607,178472,126408,78892,21889,73126,110477,58291,49158,33980,11,11
