,key,number of ones,number of zeros,odds ratio
0,cube0_cluster0,2,15,1.7882922920172635
4,cube2_cluster0,2,15,1.7882922920172635
2,cube1_cluster0,44474,595730,1.0018374153121248
5,cube3_cluster0,41065,550407,1.0009144151707685
6,cube3_cluster1,31728,425943,0.9987885829827406
3,cube1_cluster1,28316,380513,0.9975998245093287
1,cube0_cluster1,0,6,0.0
