cube2_cluster0,cube2_cluster1,cube3_cluster0,cube3_cluster1,cube3_cluster2,cube4_cluster0,cube4_cluster1,cube4_cluster2,cube4_cluster3,cube4_cluster4,cube4_cluster5,cube4_cluster6,cube4_cluster7,cube4_cluster8,cube4_cluster9,cube5_cluster0,cube5_cluster1,cube5_cluster2,cube5_cluster3,cube5_cluster4,cube5_cluster5,cube5_cluster6,cube5_cluster7,cube5_cluster8,cube6_cluster0,cube6_cluster1,cube6_cluster2,cube6_cluster3,cube6_cluster4,cube6_cluster5,cube6_cluster6,cube6_cluster7,cube6_cluster8,cube7_cluster0,cube7_cluster1,cube7_cluster2,cube8_cluster0,cube8_cluster1,cube8_cluster2,cube8_cluster3,cube8_cluster4,cube9_cluster0,cube9_cluster1,cube9_cluster2,cube9_cluster3,cube9_cluster4,cube9_cluster5,cube9_cluster6,cube9_cluster7,cube9_cluster8,cube9_cluster9,cube10_cluster0,cube10_cluster1,cube10_cluster2,cube10_cluster3,cube10_cluster4,cube10_cluster5,cube10_cluster6,cube10_cluster7,cube10_cluster8,cube10_cluster9,cube11_cluster0,cube11_cluster1,cube11_cluster2,cube11_cluster3,cube11_cluster4,cube11_cluster5,cube11_cluster6,cube11_cluster7,cube11_cluster8,cube11_cluster9,cube12_cluster0,cube12_cluster1,cube12_cluster2,cube12_cluster3,cube12_cluster4,cube12_cluster5,cube12_cluster6,cube12_cluster7,cube12_cluster8,cube12_cluster9,cube13_cluster0,cube13_cluster1,cube13_cluster2,cube13_cluster3,cube13_cluster4,cube13_cluster5,cube13_cluster6,cube13_cluster7,cube14_cluster0,cube14_cluster1,cube14_cluster2,cube14_cluster3,cube14_cluster4,cube14_cluster5,cube14_cluster6,cube14_cluster7,cube14_cluster8,cube14_cluster9,cube15_cluster0,cube15_cluster1,cube15_cluster2,cube15_cluster3,cube15_cluster4,cube15_cluster5,cube15_cluster6,cube15_cluster7,cube15_cluster8,cube15_cluster9,cube16_cluster0,cube16_cluster1,cube16_cluster2,cube16_cluster3,cube16_cluster4,cube16_cluster5,cube16_cluster6,cube16_cluster7,cube16_cluster8,cube16_cluster9,cube17_cluster0,cube17_cluster1,cube17_cluster2,cube17_cluster3,cube17_cluster4,cube17_cluster5,cube17_cluster6,cube17_cluster7,cube17_cluster8,cube17_cluster9,cube18_cluster0,cube18_cluster1,cube18_cluster2,cube18_cluster3,cube18_cluster4,cube18_cluster5,cube18_cluster6,cube18_cluster7,cube18_cluster8,cube18_cluster9,cube19_cluster0,cube19_cluster1,cube19_cluster2,cube19_cluster3,cube19_cluster4,cube19_cluster5,cube19_cluster6,cube19_cluster7,cube19_cluster8,cube19_cluster9,cube20_cluster0,cube20_cluster1,cube20_cluster2,cube20_cluster3,cube20_cluster4,cube20_cluster5,cube20_cluster6,cube20_cluster7,cube20_cluster8,cube20_cluster9,cube21_cluster0,cube21_cluster1,cube21_cluster2,cube21_cluster3,cube21_cluster4,cube21_cluster5,cube21_cluster6,cube21_cluster7,cube21_cluster8,cube21_cluster9,cube22_cluster0,cube22_cluster1,cube22_cluster2,cube22_cluster3,cube22_cluster4,cube22_cluster5,cube22_cluster6,cube22_cluster7,cube22_cluster8,cube22_cluster9,cube23_cluster0,cube23_cluster1,cube23_cluster2,cube23_cluster3,cube23_cluster4,cube23_cluster5,cube23_cluster6,cube23_cluster7,cube23_cluster8,cube23_cluster9,cube24_cluster0,cube24_cluster1,cube24_cluster2,cube24_cluster3,cube24_cluster4,cube24_cluster5,cube24_cluster6,cube24_cluster7,cube24_cluster8,cube24_cluster9,cube25_cluster0,cube25_cluster1,cube25_cluster2,cube25_cluster3,cube25_cluster4,cube25_cluster5,cube25_cluster6,cube25_cluster7,cube25_cluster8,cube25_cluster9,cube26_cluster0,cube26_cluster1,cube26_cluster2,cube26_cluster3,cube26_cluster4,cube26_cluster5,cube26_cluster6,cube26_cluster7,cube26_cluster8,cube26_cluster9,cube27_cluster0,cube27_cluster1,cube27_cluster2,cube27_cluster3,cube27_cluster4,cube27_cluster5,cube27_cluster6,cube27_cluster7,cube27_cluster8,cube27_cluster9,cube28_cluster0,cube29_cluster0,cube29_cluster1,cube29_cluster2,cube29_cluster3,cube29_cluster4,cube29_cluster5,cube29_cluster6,cube29_cluster7,cube29_cluster8,cube29_cluster9,cube30_cluster0,cube30_cluster1,cube30_cluster2,cube30_cluster3,cube30_cluster4,cube30_cluster5,cube30_cluster6,cube30_cluster7,cube30_cluster8,cube30_cluster9,cube31_cluster0,cube31_cluster1,cube31_cluster2,cube31_cluster3,cube31_cluster4,cube31_cluster5,cube31_cluster6,cube31_cluster7,cube31_cluster8,cube31_cluster9,cube32_cluster0,cube32_cluster1,cube32_cluster2,cube32_cluster3,cube32_cluster4,cube32_cluster5,cube32_cluster6,cube32_cluster7,cube32_cluster8,cube32_cluster9,cube33_cluster0,cube33_cluster1,cube33_cluster2,cube33_cluster3,cube33_cluster4,cube33_cluster5,cube33_cluster6,cube33_cluster7,cube33_cluster8,cube33_cluster9,cube34_cluster0,cube34_cluster1,cube34_cluster2,cube34_cluster3,cube34_cluster4,cube34_cluster5,cube34_cluster6,cube35_cluster0,cube35_cluster1,cube35_cluster2,cube35_cluster3,cube35_cluster4,cube35_cluster5,cube36_cluster0,cube36_cluster1,cube36_cluster2,cube36_cluster3,cube36_cluster4,cube36_cluster5,cube36_cluster6,cube36_cluster7,cube36_cluster8,cube36_cluster9,cube37_cluster0,cube37_cluster1,cube37_cluster2,cube37_cluster3,cube37_cluster4,cube37_cluster5,cube37_cluster6,cube37_cluster7,cube37_cluster8,cube37_cluster9,cube38_cluster0,cube38_cluster1,cube38_cluster2,cube38_cluster3,cube38_cluster4,cube38_cluster5,cube38_cluster6,cube38_cluster7
92,1,92,1,1,1098,92,7,63,1,4,4,64,17,4,1098,64,63,4,4,17,6,4,1,1098,64,63,4,4,17,6,4,1,79,9,1,241566,92,79,1,1,241567,69861,39159,29840,10325,4422,7393,5080,93,79,29932,72330,39160,69861,6318,10325,1261,7393,9494,5624,72330,19177,69861,6311,5080,1261,7393,3166,4423,2458,19078,1098,382,45,92,99,67,36,12,4,382,8,36,7,70,7,5,2,36600,39,79,9,1,30,23,27,3,12,241567,36600,6312,1115,93,262,1591,213,412,825,241647,9688,69861,36671,21414,51076,10515,35187,29932,26985,29142,175119,22033,73644,69862,13551,58002,12098,53888,29932,72387,175118,46635,8699,69871,20335,14242,18488,34209,11596,175175,19078,18415,10890,3872,1257,3386,2627,517,1442,18388,3779,2627,382,27,92,85,36,14,1,36600,39,79,9,23,3,23,30,12,4,241567,56489,36600,6312,1115,262,213,1591,825,412,241646,21755,25753,56489,59808,36671,26437,31407,10448,39285,56489,175163,36406,60292,31441,20167,45570,15838,43686,35716,175163,26154,33552,59948,14908,46649,18580,17977,16877,14694,175175,6972,10890,7941,18896,8815,4955,6989,6950,7024,18388,6701,3779,2627,382,285,93,27,99,40,36600,56489,36600,6312,1044,490,824,1087,18,1,12,56489,59774,36600,13982,6832,4947,6588,1311,2878,1869,59774,56489,17567,11369,13987,9417,15408,6258,12895,6833,59774,11923,13669,14867,6989,13984,11161,10784,7295,5625,10890,6602,7024,5113,9936,7509,5221,3386,2628,2135,2627,6701,3779,285,38,1,2,4947,1064,196,42,8,1,3395,4947,5113,8815,3483,1784,1311,442,547,505,1876,8815,3483,6448,5113,3395,1311,547,413,442,6446,8815,5113,1784,259,154,92,2
