,key,number of ones,number of zeros,odds ratio
3,cube2_cluster0,2,15,1.7856811431442379
2,cube1_cluster1,33730,447470,1.0126794789666065
5,cube3_cluster1,28887,384514,1.007789001161657
1,cube1_cluster0,29675,400158,0.9912460987919898
4,cube3_cluster0,43054,580488,0.9901818352400985
0,cube0_cluster0,0,6,0.0
