cube1_cluster0,cube2_cluster0,cube3_cluster0,cube4_cluster0,cube5_cluster0,cube6_cluster0,cube7_cluster0,cube7_cluster1,cube7_cluster2,cube8_cluster0,cube8_cluster1,cube8_cluster2,cube8_cluster3,cube8_cluster4,cube8_cluster5,cube8_cluster6,cube8_cluster7,cube8_cluster8,cube8_cluster9,cube9_cluster0,cube9_cluster1,cube9_cluster2,cube9_cluster3,cube9_cluster4,cube9_cluster5,cube9_cluster6,cube9_cluster7,cube9_cluster8,cube9_cluster9,cube10_cluster0,cube10_cluster1,cube10_cluster2,cube10_cluster3,cube10_cluster4,cube10_cluster5,cube10_cluster6,cube10_cluster7,cube10_cluster8,cube10_cluster9,cube11_cluster0,cube11_cluster1,cube11_cluster2,cube11_cluster3,cube11_cluster4,cube11_cluster5,cube11_cluster6,cube11_cluster7,cube11_cluster8,cube11_cluster9,cube12_cluster0,cube12_cluster1,cube12_cluster2,cube12_cluster3,cube12_cluster4,cube12_cluster5,cube12_cluster6,cube12_cluster7,cube12_cluster8,cube12_cluster9,cube13_cluster0,cube13_cluster1,cube13_cluster2,cube13_cluster3,cube13_cluster4,cube13_cluster5,cube13_cluster6,cube13_cluster7,cube13_cluster8,cube13_cluster9,cube14_cluster0,cube14_cluster1,cube14_cluster2,cube14_cluster3,cube14_cluster4,cube14_cluster5,cube14_cluster6,cube14_cluster7,cube14_cluster8,cube14_cluster9,cube15_cluster0,cube16_cluster0,cube17_cluster0,cube17_cluster1,cube17_cluster2,cube17_cluster3,cube17_cluster4,cube17_cluster5,cube17_cluster6,cube17_cluster7,cube17_cluster8,cube17_cluster9,cube18_cluster0,cube18_cluster1,cube18_cluster2,cube18_cluster3,cube18_cluster4,cube18_cluster5,cube18_cluster6,cube18_cluster7,cube18_cluster8,cube18_cluster9,cube19_cluster0,cube19_cluster1,cube19_cluster2,cube19_cluster3,cube19_cluster4,cube19_cluster5,cube19_cluster6,cube19_cluster7,cube19_cluster8,cube19_cluster9,cube20_cluster0,cube20_cluster1,cube20_cluster2,cube20_cluster3,cube20_cluster4,cube20_cluster5,cube20_cluster6,cube20_cluster7,cube20_cluster8,cube20_cluster9,cube21_cluster0,cube22_cluster0,cube23_cluster0,cube23_cluster1,cube23_cluster2,cube23_cluster3,cube23_cluster4,cube23_cluster5,cube24_cluster0,cube24_cluster1,cube24_cluster2,cube24_cluster3,cube24_cluster4,cube24_cluster5,cube24_cluster6,cube24_cluster7,cube24_cluster8,cube24_cluster9,cube25_cluster0,cube25_cluster1,cube25_cluster2,cube25_cluster3,cube25_cluster4,cube25_cluster5,cube25_cluster6,cube25_cluster7,cube25_cluster8,cube25_cluster9,cube26_cluster0,cube26_cluster1,cube26_cluster2,cube26_cluster3,cube26_cluster4,cube26_cluster5,cube26_cluster6,cube26_cluster7,cube26_cluster8,cube26_cluster9,cube28_cluster0,cube28_cluster1,cube28_cluster2,cube28_cluster3,cube28_cluster4,cube29_cluster0,cube29_cluster1,cube29_cluster2,cube29_cluster3
14,14,14,14,14,14,74,92,1,241543,75,169,92,12,229,20,13,81,59,241657,29801,19608,9126,7338,7265,9182,4705,179,4369,241657,19108,7186,29801,8818,7338,9185,4369,2392,3197,98,75,92,97,93,208,115,92,134,31,175805,241630,6798,36767,72454,13676,17401,23082,12011,13339,76757,242271,81179,67820,193720,68282,43548,72458,39599,14395,44650,241881,45433,86838,84367,80792,37911,56800,14397,34006,17,17,133,17,92,93,92,178,115,97,37,123,241555,72429,59774,175805,56515,13957,36749,17986,41023,13340,76587,101965,76785,71735,242464,74095,56718,69366,193720,68915,241895,54933,66126,72449,79942,53887,93303,62114,51215,27144,17,17,92,17,92,16,7,1,59774,72328,56462,36602,1018,213,1724,171,3,25,16202,56607,37921,59894,16895,74111,69781,8845,17035,19694,23830,73991,69781,59894,38103,5199,8836,16202,18624,5844,1044,19,3,98,22,1044,19,98,22
