,key,number of ones,number of zeros,odds ratio
0,cube0_cluster0,2,15,1.7883493945284328
4,cube2_cluster0,2,15,1.7883493945284328
3,cube1_cluster1,20920,278397,1.009200399764511
5,cube3_cluster0,41065,550407,1.0009589105094423
6,cube3_cluster1,31728,425943,0.9988293824620673
2,cube1_cluster0,51874,697962,0.9951033942550623
1,cube0_cluster1,0,6,0.0
