,key,number of ones,number of zeros,odds ratio
3,cube2_cluster0,2,15,1.7885437779603761
1,cube1_cluster0,1,13,1.0318401555716847
4,cube3_cluster0,36074,480362,1.0145300776121533
6,cube4_cluster0,148,1962,1.0118791327284156
5,cube3_cluster1,36717,495969,0.9860079546484866
7,cube4_cluster1,80,1183,0.9070099651657603
0,cube0_cluster0,0,6,0.0
2,cube1_cluster1,0,1,0.0
