cube1_cluster0,cube1_cluster1,cube1_cluster2,cube1_cluster3,cube1_cluster4,cube1_cluster5,cube1_cluster6,cube1_cluster7,cube1_cluster8,cube1_cluster9,cube2_cluster0,cube2_cluster1,cube2_cluster2,cube2_cluster3,cube2_cluster4,cube2_cluster5,cube2_cluster6,cube2_cluster7,cube2_cluster8,cube2_cluster9,cube3_cluster0,cube3_cluster1,cube5_cluster0,cube5_cluster1,cube5_cluster2,cube5_cluster3,cube5_cluster4,cube5_cluster5,cube5_cluster6,cube5_cluster7,cube5_cluster8,cube5_cluster9,cube6_cluster0,cube6_cluster1,cube6_cluster2,cube6_cluster3,cube6_cluster4,cube6_cluster5,cube6_cluster6,cube6_cluster7,cube6_cluster8,cube6_cluster9,cube7_cluster0,cube7_cluster1,cube8_cluster0,cube8_cluster1,cube9_cluster0
299795,184476,43413,46603,54797,73096,106936,63293,97825,78862,299795,71063,188947,115467,106875,54797,73269,37636,41,101237,9,1,280809,188711,121606,49188,85010,54803,106859,73133,41,88943,19602,304781,37628,190357,73269,77970,115467,55901,41,174117,9,1,9,1,11
