cube1_cluster0,cube1_cluster1,cube1_cluster2,cube1_cluster3,cube1_cluster4,cube1_cluster5,cube1_cluster6,cube1_cluster7,cube1_cluster8,cube1_cluster9,cube2_cluster0,cube2_cluster1,cube2_cluster2,cube2_cluster3,cube2_cluster4,cube2_cluster5,cube2_cluster6,cube2_cluster7,cube2_cluster8,cube2_cluster9,cube3_cluster0,cube3_cluster1,cube3_cluster2,cube3_cluster3,cube3_cluster4,cube3_cluster5,cube3_cluster6,cube4_cluster0,cube4_cluster1,cube5_cluster0,cube5_cluster1,cube6_cluster0,cube6_cluster1,cube6_cluster2,cube6_cluster3,cube6_cluster4,cube6_cluster5,cube6_cluster6,cube6_cluster7,cube6_cluster8,cube6_cluster9,cube7_cluster0,cube7_cluster1,cube7_cluster2,cube7_cluster3,cube7_cluster4,cube7_cluster5,cube7_cluster6,cube7_cluster7,cube7_cluster8,cube7_cluster9,cube8_cluster0,cube8_cluster1,cube8_cluster2,cube8_cluster3,cube8_cluster4,cube8_cluster5,cube8_cluster6,cube9_cluster0,cube9_cluster1,cube10_cluster0,cube10_cluster1,cube11_cluster0,cube11_cluster1,cube11_cluster2,cube11_cluster3,cube11_cluster4,cube11_cluster5,cube11_cluster6,cube11_cluster7,cube11_cluster8,cube11_cluster9,cube12_cluster0,cube12_cluster1,cube12_cluster2,cube12_cluster3,cube12_cluster4,cube12_cluster5,cube12_cluster6,cube12_cluster7,cube12_cluster8,cube12_cluster9,cube16_cluster0,cube17_cluster0
189011,101134,115467,97726,299795,73268,54803,80254,41,37636,188753,78862,280809,84002,73129,54803,124040,85008,46603,33125,41,9,12,1,13,7,1,9,1,9,1,189011,101134,115467,97726,299795,73268,54803,80254,41,37636,188753,78862,280809,84002,73129,54803,124040,85008,46603,33125,41,9,12,1,13,7,1,9,1,9,1,19555,280809,76194,21374,179710,91213,73103,78936,76270,54803,78936,58372,21374,184707,73104,280809,91243,38270,54803,70348,11,11
