,key,number of ones,number of zeros,odds ratio
3,cube2_cluster0,2,15,1.7868188349872804
1,cube1_cluster0,17188,228633,1.0086072837787425
5,cube3_cluster1,23573,314544,1.0052929707063751
2,cube1_cluster1,41387,555275,0.9982830992343609
4,cube3_cluster0,46131,620627,0.9939030482221158
0,cube0_cluster0,0,6,0.0
