,key,number of ones,number of zeros,odds ratio
3,cube2_cluster0,2,15,1.7897973159786469
6,cube4_cluster0,2,15,1.7897973159786469
1,cube1_cluster0,230,2966,1.041039395067731
4,cube3_cluster0,36074,480362,1.014932658773744
2,cube1_cluster1,609,8261,0.9894845799568496
8,cube5_cluster1,4114,55783,0.9894157571659091
5,cube3_cluster1,36717,495969,0.9882219073943641
7,cube5_cluster0,619,8569,0.969421258550738
0,cube0_cluster0,0,6,0.0
