cube0_cluster0,cube1_cluster0,cube1_cluster1,cube2_cluster0,cube3_cluster0,cube3_cluster1,cube4_cluster0,cube5_cluster0,cube5_cluster1
6,3196,8870,17,516436,532686,17,9188,59897
