cube1_cluster0,cube1_cluster1,cube1_cluster2,cube1_cluster3,cube1_cluster4,cube1_cluster5,cube1_cluster6,cube1_cluster7,cube1_cluster8,cube1_cluster9,cube2_cluster0,cube2_cluster1,cube2_cluster2,cube2_cluster3,cube2_cluster4,cube2_cluster5,cube2_cluster6,cube2_cluster7,cube2_cluster8,cube2_cluster9,cube3_cluster0,cube3_cluster1,cube3_cluster2,cube5_cluster0,cube5_cluster1,cube5_cluster2,cube5_cluster3,cube5_cluster4,cube5_cluster5,cube5_cluster6,cube5_cluster7,cube5_cluster8,cube5_cluster9,cube6_cluster0,cube6_cluster1,cube6_cluster2,cube6_cluster3,cube6_cluster4,cube6_cluster5,cube6_cluster6,cube6_cluster7,cube6_cluster8,cube6_cluster9,cube7_cluster0,cube7_cluster1,cube7_cluster2,cube7_cluster3,cube8_cluster0,cube8_cluster1,cube13_cluster0
85010,280809,126946,188710,82708,73154,106918,54803,41,50023,19602,304781,37628,190357,73269,77970,115467,55901,41,174117,9,12,1,184477,78862,299795,58196,73116,106950,54803,46603,48591,97730,188753,78862,280809,84002,73129,54803,124040,85008,46603,33125,9,12,1,1,9,1,11
