,key,number of ones,number of zeros,odds ratio
0,cube0_cluster0,2,15,1.7883059928804728
4,cube2_cluster0,2,15,1.7883059928804728
3,cube1_cluster1,25245,334349,1.0153557532607274
6,cube3_cluster1,36069,480280,1.0096519440891978
5,cube3_cluster0,36719,495988,0.990544389536383
2,cube1_cluster0,47293,638544,0.9901562849147723
1,cube0_cluster1,0,6,0.0
