,key,number of ones,number of zeros,odds ratio
1,cube1_cluster0,28161,374547,1.0154343323587216
4,cube2_cluster1,22551,300771,1.0105915225170414
2,cube1_cluster1,18539,250882,0.9920465195229903
3,cube2_cluster0,27405,373399,0.9816082432998133
0,cube0_cluster0,0,6,0.0
