,key,number of ones,number of zeros,odds ratio
5,cube2_cluster1,18760,247708,1.0184949094171845
0,cube0_cluster0,18760,247714,1.0184682446385034
3,cube1_cluster1,20920,278397,1.0100159393120807
6,cube3_cluster0,41066,550420,1.0023607845771707
7,cube3_cluster1,31728,425943,1.0004140279043174
2,cube1_cluster0,51874,697962,0.9976207186886747
1,cube0_cluster1,31691,431066,0.9854483441478028
4,cube2_cluster0,31691,431070,0.9854378309014626
