cube0_cluster0,cube1_cluster0,cube2_cluster0,cube3_cluster0,cube3_cluster1,cube4_cluster0,cube5_cluster0,cube5_cluster1,cube5_cluster2,cube5_cluster3,cube5_cluster4,cube6_cluster0,cube6_cluster1,cube6_cluster2,cube6_cluster3,cube6_cluster4,cube7_cluster0,cube7_cluster1,cube7_cluster2,cube7_cluster3,cube7_cluster4,cube8_cluster0,cube8_cluster1,cube8_cluster2,cube8_cluster3,cube8_cluster4
83,24,35,35,24,35,213234,241803,134071,217421,97377,226211,309106,252506,144765,116345,241780,72338,56546,31895,5713,241780,73248,83046,56658,37365
