0-5 nodes,6-15 nodes,16-30 nodes,31-60 nodes,61-100 nodes,101-250 nodes,251-500 nodes,501-1000 nodes,1001-2000 nodes,2001-4000 nodes,4001-6000 nodes,6001-10000 nodes,10001-15000 nodes,15001-20000 nodes,20001-30000 nodes,30001-45000 nodes,45001-60000 nodes,60001-80000 nodes,80001-100000 nodes,100001-150000 nodes,150001+ nodes
3,9,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,6
